train_loss,train_AUC,train_CC,train_NSS,train_KLDiv,train_SIM,test_loss,test_AUC,test_CC,test_NSS,test_KLDiv,test_SIM
0.12976669,0.9200587,0.88230765,0.76898175,0.12976669,0.8118163,0.13252859,0.9258244,0.8545381,0.7260262,0.13252859,0.80779374
0.11861707,0.922869,0.89662826,0.7797431,0.11861707,0.8216209,0.1315455,0.9267859,0.85848397,0.7302522,0.1315455,0.8091595
