train_loss,train_AUC,train_CC,train_NSS,train_KLDiv,train_SIM,test_loss,test_AUC,test_CC,test_NSS,test_KLDiv,test_SIM
0.49323428,0.7933709,0.43676457,0.37559557,0.49323428,0.6119409,0.40625104,0.8620904,0.49731693,0.4081225,0.40625104,0.65218276
0.35719737,0.8808731,0.6030625,0.51554537,0.35719737,0.671269,0.26229706,0.8258531,0.69319224,0.57041615,0.26229706,0.72200274
